pair_id,task,query_id,target_id,query_smiles,target_smiles,gold_relation,binary_label,gold_source,source_type,hard_negative_type
hardneg_002230,chembl36_external,chembl36_hard_0094214,chembl36_hard_0094195,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002231,chembl36_external,chembl36_hard_0094214,tox21_mmp_003086,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002232,chembl36_external,chembl36_hard_0094214,chembl36_hard_0094233,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](C(C)=C[C@@H]3CC[C@H](O)[C@H](OC)C3)[C@@H](C)[C@@H](O)CC1=O)[C@@H](C)C[C@@H]2OC,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002233,zinc15_external,zinc15_hard_0043908,zinc15_hard_0004618,COC[C@@H]1COCCN1C(=O)C(=O)N1C[C@@H](C)N[C@H](C)C1,C[C@@H](O)C[C@@H]1COCCN1C(=O)C(=O)N1CCN(C[C@@H](C)O)CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002234,chembl36_external,chembl36_hard_0072639,clean_0005408,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3ccccc3C(C)C)c3c2CCN(c2ccccc2)C3)C[C@H]1C,C=CC(=O)N1CCN(c2ccccc2)CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002235,chembl36_external,chembl36_hard_0129782,clean_0005530,CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CC2CCC1C2)c1ccccc1,O=C(CCCN1CC2CCC(CC2)C1)c1ccc(F)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002236,zinc15_external,zinc15_hard_0024084,clean_0004224,Cc1nc(N2CC[C@H](C3CCCC3)C2)ccc1[N+](=O)[O-],Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002237,zinc15_external,zinc15_hard_0003616,clean_0006930,Cn1cc(CCC(=O)N2CCO[C@@H](CNC(=O)C3(C)CCC3)C2)cn1,Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002238,clintox_tox,clintox_tox_001358,clintox_tox_001322,CN(C)C(=O)C(CC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C#N)(c2ccccc2)c2ccccc2)CC1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_002239,clintox_tox,clintox_tox_001358,clintox_tox_000272,CN(C)C(=O)C(CC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,N#CC(CC[NH+]1CCC(C(=O)[O-])(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002240,chembl36_external,chembl36_hard_0035718,chembl36_hard_0096504,C/C=C/c1ccc(O)c(-c2cc(/C=C/C)ccc2O)c1,C=CCc1ccc(O)c(-c2cc(/C=C/CO)ccc2O)c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002241,chembl36_external,chembl36_hard_0068600,clean_0013429,C=CC(=O)N1CCCC(Oc2nn(C(C)(C)C)c3ncnc(N)c23)C1,Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002242,chembl36_external,chembl36_hard_0066021,chembl36_hard_0066017,C=CC(=O)N(C)[C@@H]1C[C@H](C)N(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,C=CC(=O)N(C)[C@@H]1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002243,chembl36_external,chembl36_hard_0066021,chembl36_hard_0066027,C=CC(=O)N(C)[C@@H]1C[C@H](C)N(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,C=CC(=O)N(C)[C@H]1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002244,chembl36_external,chembl36_hard_0066021,chembl36_hard_0066032,C=CC(=O)N(C)[C@@H]1C[C@H](C)N(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,C=CC(=O)N(C)[C@H]1CN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C[C@H]1F,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002245,chembl36_external,chembl36_hard_0066021,chembl36_hard_0066031,C=CC(=O)N(C)[C@@H]1C[C@H](C)N(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,C=CC(=O)N(C)[C@H]1CN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C[C@@H]1F,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002246,chembl36_external,chembl36_hard_0066021,chembl36_hard_0065989,C=CC(=O)N(C)[C@@H]1C[C@H](C)N(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,C=CC(=O)N(C)C[C@H]1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002247,chembl36_external,chembl36_hard_0066021,chembl36_hard_0066017,C=CC(=O)N(C)[C@@H]1C[C@H](C)N(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,C=CC(=O)N(C)[C@@H]1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002248,chembl36_external,chembl36_hard_0139088,clean_0004251,CC(=O)NCc1ccc(-c2csc(NC(=O)CCc3ccco3)n2)cc1,O=C(O)CSCC(=O)Nc1nc(-c2ccc(F)cc2)cs1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002249,chembl36_external,chembl36_hard_0064173,chembl36_hard_0064174,C=C1[C@@H]([C@@]2(C)[C@H](OC(C)=O)CC(=O)C(C)(C)[C@@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(=O)C(C)C)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]132,C=C1[C@@H]([C@@]2(C)[C@H](OC(C)=O)CC(=O)C(C)(C)[C@@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]132,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_002250,chembl36_external,chembl36_hard_0064173,chembl36_hard_0064174,C=C1[C@@H]([C@@]2(C)[C@H](OC(C)=O)CC(=O)C(C)(C)[C@@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(=O)C(C)C)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]132,C=C1[C@@H]([C@@]2(C)[C@H](OC(C)=O)CC(=O)C(C)(C)[C@@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]132,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002251,chembl36_external,chembl36_hard_0064173,chembl36_hard_0064174,C=C1[C@@H]([C@@]2(C)[C@H](OC(C)=O)CC(=O)C(C)(C)[C@@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(=O)C(C)C)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]132,C=C1[C@@H]([C@@]2(C)[C@H](OC(C)=O)CC(=O)C(C)(C)[C@@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]132,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002252,zinc15_external,zinc15_hard_0045283,zinc15_hard_0026146,CCS(=O)(=O)NCC(=O)N[C@@](C)(CNC(=O)C1CC1)C1CC1,CC(C)C(C)(C)C(=O)N(C)[C@@H](CNC(=O)[C@H]1CC1(F)F)C1CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002253,zinc15_external,zinc15_hard_0031024,clean_0010344,CN1C[C@H](C(=O)NC2CN(C(=O)c3ccnc4[nH]nnc34)C2)NC1=O,COc1ccccc1NC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002254,chembl36_external,chembl36_hard_0069325,chembl36_hard_0069759,C=CC(=O)N1CCC[C@@H](c2nn(-c3ccc(Oc4cc(F)cc(F)c4)cc3)c3c(N)n[nH]c(=O)c23)C1,C=CC(=O)N1CCC[C@H](c2nn(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c23)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002255,chembl36_external,chembl36_hard_0069325,chembl36_hard_0069327,C=CC(=O)N1CCC[C@@H](c2nn(-c3ccc(Oc4cc(F)cc(F)c4)cc3)c3c(N)n[nH]c(=O)c23)C1,C=CC(=O)N1CCC[C@@H](c2nn(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c23)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002256,chembl36_external,chembl36_hard_0069325,chembl36_hard_0069759,C=CC(=O)N1CCC[C@@H](c2nn(-c3ccc(Oc4cc(F)cc(F)c4)cc3)c3c(N)n[nH]c(=O)c23)C1,C=CC(=O)N1CCC[C@H](c2nn(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c23)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002257,chembl36_external,chembl36_hard_0058120,chembl36_hard_0058119,C=C1C(C)=Cc2c(O)c(C)c(CCO)c(C)c21,C=C1C(C)=Cc2c(O)c(C)c(CC)c(C)c21,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002258,chembl36_external,chembl36_hard_0078720,clean_0004194,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(C4CCCN(C)C4)cc3OC)ncc2Cl)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002259,chembl36_external,chembl36_hard_0086124,chembl36_hard_0011431,C=CCN1C(=O)[C@]2(c3ccccc31)[C@H](c1cn(-c3ccccc3)nc1-c1ccccc1)[C@@](C#N)(C(=O)c1c[nH]c3ccccc13)CN2C,C#CCN1C(=O)[C@]2(c3ccccc31)[C@H](c1cn(-c3ccccc3)nc1-c1ccccc1)[C@@](C#N)(C(=O)c1c[nH]c3ccccc13)CN2C,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002260,chembl36_external,chembl36_hard_0086124,chembl36_hard_0011431,C=CCN1C(=O)[C@]2(c3ccccc31)[C@H](c1cn(-c3ccccc3)nc1-c1ccccc1)[C@@](C#N)(C(=O)c1c[nH]c3ccccc13)CN2C,C#CCN1C(=O)[C@]2(c3ccccc31)[C@H](c1cn(-c3ccccc3)nc1-c1ccccc1)[C@@](C#N)(C(=O)c1c[nH]c3ccccc13)CN2C,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002261,zinc15_external,zinc15_hard_0058575,clean_0007135,O=C(N[C@@H]1CN([C@H]2CCNC2=O)C[C@H]1O)c1cccn2nccc12,O=C(Nc1cncc2ccccc12)C1CN(C2CCNC2=O)Cc2ccc(Cl)cc21,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002262,chembl36_external,chembl36_hard_0123297,chembl36_hard_0069021,CC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3cccnn3)cc2)C1,C=CC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3cccnn3)cc2)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002263,chembl36_external,chembl36_hard_0123297,chembl36_hard_0123298,CC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3cccnn3)cc2)C1,CC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3cccnn3)cc2C)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002264,chembl36_external,chembl36_hard_0123297,chembl36_hard_0069021,CC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3cccnn3)cc2)C1,C=CC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3cccnn3)cc2)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002265,zinc15_external,zinc15_hard_0022699,clean_0007150,CN(CCNC(=O)CCc1ccncn1)C(=O)[C@H]1CC1(F)F,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002266,chembl36_external,chembl36_hard_0126963,chembl36_hard_0126964,CC(=O)N1CCOCC(Cc2ccc3c(ccn3C(C)=O)c2)C1,CC(=O)N1CCOCC(Cc2ccc3c(ccn3C)c2)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002267,chembl36_external,chembl36_hard_0126963,chembl36_hard_0126964,CC(=O)N1CCOCC(Cc2ccc3c(ccn3C(C)=O)c2)C1,CC(=O)N1CCOCC(Cc2ccc3c(ccn3C)c2)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002268,zinc15_external,zinc15_hard_0009489,clean_0001516,CN(CC(=O)N[C@]1(CO)CCOC1)[C@H]1CCS(=O)(=O)C1,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002269,chembl36_external,chembl36_hard_0006800,chembl36_hard_0093107,Brc1ccccc1CN1CCC(Cc2ccccc2)CC1,C=CCOc1ccccc1CN1CCC(Cc2ccccc2)CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002270,chembl36_external,chembl36_hard_0018266,clean_0012470,C#Cc1cccc(C(=O)NC2CCCN(C3Cc4ccccc4C3)C2)c1,CCC(C(=O)O)N1CCCC(NC(=O)c2ccc3ccccc3c2)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002271,zinc15_external,zinc15_hard_0025352,zinc15_hard_0028322,CN(C)S(=O)(=O)C1(CNC(=O)N(C)[C@H]2C[C@@H](C(=O)O)C2)CC1,CO[C@]1(C)C[C@H](NC(=O)NCC2(CC(C)C)CC2)C1(C)C,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002272,bbbp,bbbp_001410,bbbp_000656,CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002273,zinc15_external,zinc15_hard_0011980,clean_0012779,Cc1noc(CCC(=O)N[C@@H]2CN(Cc3cn(C)nc3C)C[C@H]2O)n1,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002274,zinc15_external,zinc15_hard_0056591,zinc15_hard_0018917,C/C(=C/C(=O)N[C@H](C)c1cn(C)nc1C)C(C)(C)C,CC[C@@H](NC(=O)N[C@@H](C)c1cn(C)nc1C)C(=O)NC,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002275,clintox_tox,clintox_tox_001222,clintox_tox_001221,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-],none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_002276,clintox_tox,clintox_tox_001222,sider_gastro_000040,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002277,clintox_tox,clintox_tox_001222,clean_0004184,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)O,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002278,clintox_tox,clintox_tox_001222,clean_0004184,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)O,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002279,chembl36_external,chembl36_hard_0000467,clean_0012257,Br.Br.O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,CN(CCN1C(=O)c2cccc3cccc(c23)C1=O)CCN1C(=O)c2cccc3cccc(c23)C1=O,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002280,chembl36_external,chembl36_hard_0111368,chembl36_hard_0111365,CC(/N=C(\NC#N)Nc1cccc([N+](=O)[O-])c1)C(C)(C)C,CC(/N=C(\NC#N)Nc1ccc([N+](=O)[O-])cc1)C(C)(C)C,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002281,chembl36_external,chembl36_hard_0124286,chembl36_hard_0124285,CC(=O)N1CCN(C(=O)CNC(=O)c2cccs2)CC1,CC(=O)N1CCN(C(=O)CNC(=O)c2ccc(C)s2)CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002282,zinc15_external,zinc15_hard_0027242,chembl36_hard_0006913,CC(=O)c1ccccc1OC[C@H](O)CN1CCCCCC1,Brc1ccccc1OCCCN1CCCCCC1.O=C(O)C(=O)O,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002283,chembl36_external,chembl36_hard_0019277,chembl36_hard_0019123,C#Cn1cnc(-c2ccccc2)c1,C#Cc1nc(-c2ccccc2)cn1C#C,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002284,chembl36_external,chembl36_hard_0119927,chembl36_hard_0128573,CC(=O)N1CC(C)(C)c2cc(S(=O)(=O)N[C@H]3CCCc4ccccc43)ccc21,CC(=O)N1CCc2cc(S(=O)(=O)NC3CCCc4ccccc43)ccc21,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002285,zinc15_external,zinc15_hard_0015211,clean_0012756,CC(C)(C)n1nnc(CNC(=O)C(=O)NC[C@@]2(C)CCOC2)n1,CC1(C(=O)NCc2ccccc2)CO1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002286,chembl36_external,chembl36_hard_0123476,clean_0004865,CC(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,O=C([C@@H]1CCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002287,chembl36_external,chembl36_hard_0029044,chembl36_hard_0028975,C/C(=N\OCC(O)CNC(C)(C)C)c1c[nH]c2ccccc12,C/C(=N\OCC(=O)O)c1c[nH]c2ccccc12,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,nearest_neighbor_same_benchmark_or_clean
hardneg_002288,chembl36_external,chembl36_hard_0071620,chembl36_hard_0071140,C=CC(=O)N1CC[C@H](c2nn(-c3ccc(Oc4cc(F)cc(F)c4)cc3)c3c(N)n[nH]c(=O)c23)C1,C=CC(=O)N1CC[C@@H](c2nn(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c23)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002289,chembl36_external,chembl36_hard_0071620,chembl36_hard_0068323,C=CC(=O)N1CC[C@H](c2nn(-c3ccc(Oc4cc(F)cc(F)c4)cc3)c3c(N)n[nH]c(=O)c23)C1,C=CC(=O)N1CCC(c2nn(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c23)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
hardneg_002290,chembl36_external,chembl36_hard_0071620,chembl36_hard_0071622,C=CC(=O)N1CC[C@H](c2nn(-c3ccc(Oc4cc(F)cc(F)c4)cc3)c3c(N)n[nH]c(=O)c23)C1,C=CC(=O)N1CC[C@H](c2nn(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c23)C1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_80
